Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Sponsor,Publisher,Volume,Issue,Pages,Issue date,Monograph title,Volume title,Part number,Publication year,Language,ISSN,E-ISSN,ISBN,ISBN13,DOI,Article number,Conference name,Conference date,Conference location,Conference code,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Treatment,Funding details,Funding text,Access type,Database,Copyright,Data Provider
"ECG compression based on wavelet transform and context modeling arithmetic coding","20071210492572","Jianhua, Chen (1); Yuying, Lu (1); Yufeng, Zhang (1); Xinling, Shi (1) ","(1) Department of Electronic Engineering, Yunnan University, Kunming 650091, China ","Jianhua, C.(chenjh@ynu.edu.cn) ","ICIA 2005 - Proceedings of 2005 International Conference on Information Acquisition","Proc. Int. Conf. Info. Acquisition","IEEE Robotics and Automation Society; National Natural Science Foundation of China; The Chinese University of Hong Kong; K. C. Wong Education Foundation; The University of Macau","Inst. of Elec. and Elec. Eng. Computer Society, 445 Hoes Lane - P.O.Box 1331, Piscataway, NJ 08855-1331, United States","2005","","116-119","2005","ICIA 2005 - Proceedings of 2005 International Conference on Information Acquisition","","","2005","English","","","0780393031","9780780393035","","1635065","ICIA 2005: 2005 International Conference on Information Acquisition","June 27, 2005 - July 3, 2005","Hong Kong, China","69329","","Conference article (CA)","A new wavelet-based method for the compression of electrocardiogram (ECG) data is presented. The discrete wavelet transform (DWT) is applied to the digitized ECG signal. The DWT coefficients are firstly quantized with a uniform scalar dead zone quantizer. Then the quantized coefficients are decomposed into four symbol streams: a binary significance symbol stream, a sign stream, a position of the most significant bit (PMSB) symbol stream and a residual bits stream. An adaptive arithmetic coder with different context models is employed for the entropy coding of these symbol streams. Experiments on several records from the MIT-BIH arrhythmia database showed that the proposed coding algorithm outperforms other well-known wavelet-based ECG compression algorithms. © 2005 IEEE.","10","Medical imaging","Codes (symbols) - Database systems - Discrete wavelet transforms - Electrocardiography - Image coding - Image compression - Mathematical models","Context modeling - ECG compression - Residual bits streams - Scalar dead zone quantizers","746 Imaging Techniques - 741 Light, Optics and Optical Devices - 723.3 Database Systems - 921.3 Mathematical Transformations - 723.2 Data Processing and Image Processing - 461.6 Medicine and Pharmacology - 461.1 Biomedical Engineering - 701.1 Electricity: Basic Concepts and Phenomena","Theoretical (THR); Experimental (EXP)",,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Hotspots, theme structure, and development trends on maker education: A quantitative and co-word analysis","20190606486470","Xie, Haiyan (1); Gan, Jianhou (2); Zhao, Bo (1, 2); Xiong, Ying (3) ","(1) Information Institute, Yunnan Normal University, Kunming; 650500, China (2) Key Laboratory of Educational Information for Nationalities, Ministry of Education, Yunnan Normal University, Kunming; 650500, China (3) School of Foreign Languages, Yunnan Normal University, Kunming; 650500, China ","Zhao, Bo(ykzb63@126.com) ","International Journal of Performability Engineering","Int. J. Perform. Eng.","","Totem Publishers Ltd","14","11","2742-2751","November 2018","","","","2018","English","09731318","","","","10.23940/ijpe.18.11.p20.27422751","","","","","","","Journal article (JA)","The cultivation of innovative talents is the focus of the education field in every country. In recent years, Maker Education (ME), as one of the ways to promote innovation of education, has become a key research area. By means of quantitative and qualitative analysis of the research literatures in recent years, it is possible that scholars have a relatively more comprehensive command over the latest subjects, and this can provide some directions for scholars when launching other studies to promote the sustainable development of ME. In this paper, the research hotspots, theme structure, and development trends of ME were surveyed based on literatures in CNKI (China National Knowledge Infrastructure). Firstly, among all the extracted keywords, 33 high-frequency keywords representing research hotspots were identified. Secondly, the status and relationship of the research hotspots were calculated and described through social network analysis (SNA). Finally, three research themes were classified by cluster analysis, and their distribution was depicted in a two-dimensional map. In conclusion, the results show that the current research direction of ME in China mainly revolves around two main lines and three research theme areas. Although China has made some achievements, the development of ME is still immature and unbalanced, and four development trends will be the research focus in the future. © 2018 Totem Publisher, Inc. All rights reserved.","24","Information analysis","Cluster analysis","Co-word analysis - Development trends - Education field - High frequency HF - Hotspots - Innovative talents - Quantitative and qualitative analysis - Two-dimensional map","723 Computer Software, Data Handling and Applications - 903.1 Information Sources and Analysis",,,,"Open Access","Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Study on the forest landscape spatial patterns of the northern Shangri-La","20104313318677","Wang, Xiaohua (1); Wang, Jinliang (1); Yin, Jie (1); Gao, Yinxia (1) ","(1) College of Tourism and Geographic Science, Yunnan Normal University, Kunming, China ","Wang, X.(Wang_jinliang@hotmail.com) ","2010 18th International Conference on Geoinformatics, Geoinformatics 2010","Int. Conf. Geoinformatics, Geoinformatics","","IEEE Computer Society","","","","2010","2010 18th International Conference on Geoinformatics, Geoinformatics 2010","","","2010","English","","","","9781424473021","10.1109/GEOINFORMATICS.2010.5567676","5567676","","","","","","Conference article (CA)","The forest landscape pattern is the key issues of the forest landscape ecology. Shangri-La is located in the upper reaches of the Yangtze River. It is one of the most important forest areas in Yunnan Province, and the forest is widely distributed and its area is large. It is great significance to know the changes of forest landscape pattern under the anthropogenic interference for the planning and management of forest landscape and the sustainable use of forest resources. Taking the Landsat-5 TM of 1989inverted commas Landsat-7 ETM+ of 1999 and Landsat-5 TM of 2009 as data source, forest has been classified in northern Shangri-La County, and the forest landscape pattern has bee analyzed systematically by using the feature index of Patch area, Patch Perimeter, Patch Number (NP), Patch Density (PD), Largest Patch Index (LPI), Landscape Shape Index (LSI), Perimeter-Area Fractal Dimension (PAFRAC), Area-weighted Mean Patch Shape Index (AWMSI), Shannon Diversity Index (SHDI), Shannon Evenness Index (SHEI), etc. It would provide a practical guide to the construction of tourist scenic spot and the landscape planning. The results show that: (1) the forest landscape in the study area dominated mainly the Cold-temperate Needle-leaf Forest and the Evergreen Broad-leaf Forest, They accounted for more than 50% in the entire landscape area. Followed by were the Warm-temperate Needle-leaf Forest and the Needle-leaf and Broad-leaf Mixed Forest. (2) From the point of view of the Patch Number (PN), Area and Perimeter Index, the Cold-temperate Needle-leaf Forest and the Evergreen Broad-leaf Forest of the landscape element in prominently. And they were in a relatively stable distribution. (3)From the point of view of the Patch Number and Patch Density, the Cold-temperate Needle-leaf Forest and the Evergreen Broad-leaf Forest were relatively large, indicating a higher degree of fragmentation. The degree of the fragmentation was increasing in the past twenty years. In addition, the shape of the landscape more was becoming complicated, and there was an increasing trend. (4) From the point of view of landscape fragmentation degree, the Perimeter - Area Fractal Dimension and the Area-weighted Mean Patch Shape Index of the warm-temperate needle-leaf forest and needle-leaf and broad-leaf mixed forest were close to 1, indicating the most severe degree of fragmentation, and human disturbance was great strong and them need to be further protected.","12","Forestry","Ecology - Fractal dimension - Needles","Anthropogenic interference - Area fractal dimensions - Forest landscape - Landscape fragmentation degree - Largest patch indices - Spatial pattern analysis - Stable distributions - Upper reaches of the yangtze rivers","454.3 Ecology and Ecosystems - 921 Mathematics",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"The risk identification and evaluation of e-government outsourcing","20094812507836","Yang, Xuejiao (1); Yang, Luming (1) ","(1) Business and Tourism Management School, Yunnan University, Kunming, Yunnan, China ","Yang, X.(xuejiaoyang@gmail.com) ","2009 Second ISECS International Colloquium on Computing, Communication, Control, and Management, CCCM 2009","Second ISECS Int. Colloq. Comput., Commun., Control, Manage., CCCM","et al.; Guangdong University of Business Studies; IEEE SMC TC on Education Technology and Training; IEEE Technology Management Council; Wuhan Institute of Technology; Yangzhou University","IEEE Computer Society","4","","395-398","2009","2009 Second ISECS International Colloquium on Computing, Communication, Control, and Management, CCCM 2009","","","2009","English","","","","9781424442461","10.1109/CCCM.2009.5267602","5267602","2009 Second ISECS International Colloquium on Computing, Communication, Control, and Management, CCCM 2009","August 8, 2009 - August 9, 2009","Sanya, China","78411","","Conference article (CA)","The market of E-government outsourcing in China has not been yet mature. So there are some problems and risks arising that can not be neglected. This article identified the risks in e-government outsourcing by the method of flow chart. Then this article divided the risks into two parts including the risks from government behaviors and the risks leaded by the contractors. Based on the risk analysis, this article constructed a three-tier risk assessment index system and used the gray fuzzy comprehensive evaluation method to build a risk assessment model of e-government outsourcing in the purpose of identifying and evaluating the risks efficiently and reducing risks as much as possible. In conclusion, the risk assessment model of e-government outsourcing makes the risks existing in the e-government outsourcing measurable and enhances the accuracy of evaluation. ©2009 IEEE.","5","Risk analysis","Fuzzy set theory - Government data processing - Outsourcing - Risk assessment","Assessment index system - E-governments - Fuzzy comprehensive evaluation method - Grey fuzzy comprehensive evaluation - Risk assessment models - Risk evaluation - Risk Identification","723.2 Data Processing and Image Processing - 912.2 Management - 914.1 Accidents and Accident Prevention - 921.4 Combinatorial Mathematics, Includes Graph Theory, Set Theory - 922 Statistical Methods",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Cultivating financing lease market for farm machinery and facilitating development of agricultural mechanization","2005329290842","Wang, Ruijie ; Sun, He ; Ning, Wangyun ","(1) Yunnan Agricultural University, Kunming 650201, China ","","Nongye Jixie Xuebao/Transactions of the Chinese Society of Agricultural Machinery","Nongye Jixie Xuebao","","Chinese Society of Agricultural Machinery, Beijing, China","36","7","73-76","July 2005","","","","2005","Chinese","10001298","","","","","","","","","","NUYCA3","Journal article (JA)","China has a very low productivity of agricultural labor, the scale of farmer household business in China is small, and the shortage of agricultural capital has seriously limited the development of agricultural mechanization. Development of financing lease of farm machinery (FLFM) can relieve the shortage of investment into the agriculture, and boost the socialized service of farm machinery. The market potential, development environment and implement rationality of FHFM were analyzed in the paper. Active roles of FHFM to solve the shortage of inputs, reduce the operating cost of farm machinery and promote the demand for farm machinery were recommended.","6",,,,,,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of dynamic time-slot control random multi-access protocol with two-dimensional probability for ad hoc network","20125015803491","Li, Chun-Fen (1); Zhao, Dong-Feng (1); Zaho, Yi-Fan (1) ","(1) Department of Communication Engineering, Yunnan University, Kunming 650091, China ","Li, C.-F.(ttomatostar@yahoo.com.cn) ","Lecture Notes in Electrical Engineering","Lect. Notes Electr. Eng.","National Natural Science Foundation of China, (NSFC)","Springer Verlag","206 LNEE","","681-689","2013","Informatics and Management Science III","","","2013","English","18761100","18761119","","9781447147893","10.1007/978-1-4471-4790-9_89","","International Conference on Informatics and Management Science, IMS 2012","December 21, 2012 - December 23, 2012","Kunming, China","94341","","Conference article (CA)","This paper presents a dynamic time-slot control random multi-access (DTCRM) protocol with two-dimensional probability for ad hoc network. For this protocol, the system time is slotted dynamically realized by the location of packets arriving time and the choice of two parameters p1 and p2. A mathematical model is given for the DTCRM protocol using the average cycle method. Simulation results verify the high accuracy of the analysis. The results show that the DTCRM protocol is better than the typical protocols. © 2013 Springer-Verlag.","10","Internet protocols","Access control - Ad hoc networks - Probability - Quality of service - Throughput","Dynamic time slot controls - High-accuracy - Multiaccess - Two parameter - Two-dimensional probability CSMA","723 Computer Software, Data Handling and Applications - 922.1 Probability Theory",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Researches on valuation of listed banks","20140717334285","Chen, Xiaodan (1) ","(1) Yunnan University of Finance and Economics, Kunming, China ","Chen, X.(maggie3981@sina.com) ","Proceedings of 2013 6th International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2013","Proc. Int. Conf. Inf. Manage., Innov. Manage. Ind. Eng., ICIII","","IEEE Computer Society","3","","601-604","2013","Proceedings of 2013 6th International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2013","","","2013","English","","","","9781479939855","10.1109/ICIII.2013.6703658","6703658","2013 6th International Conference on Information Management, Innovation Management and Industrial Engineering, ICIII 2013","November 23, 2013 - November 24, 2013","Xi'an, China","102493","","Conference article (CA)","Conceptually speaking, value assessment of banks is quite difficult. One of the major capital resources of banks is deposit collected by banks rather than any other capitals acquired from the market. Compared with other companies, it is hard to estimate the capital cost of such deposit. In general, due to the high financial leverage ratio, presently listed banks in our country are in a rapid-growth period without any fixed dividend payment policy, so EVA is more preferred for the above value assessment. © 2013 IEEE.","2","Information management","Deposits - Resource valuation","Capital costs - Dividend payments - Enterprise values - Listed banks - Rapid growth - Value assessment","912 Industrial Engineering and Management",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Polarization characteristics of Whispering-Gallery-Mode fiber lasers based on evanescent-wave-coupled gain","20132416408424","Zhang, Yuan-Xian (1); Pu, Xiao-Yun (1); Feng, Li (1); Han, De-Yu (1); Ren, Yi-Tao (1) ","(1) Department of Physics, Yunnan University, Kunming, Yunnan 650091, China ","","Optics Express","Opt. Express","","Optical Society of America (OSA)","21","10","12617-12628","May 20, 2013","","","","2013","English","","10944087","","","10.1364/OE.21.012617","","","","","","","Journal article (JA)","The polarization characteristics of Whispering-Gallery-Mode (WGM) fiber lasers based on evanescent-wave-coupled gain are investigated. For the laser gain is excited by side-pumping scheme, it is found that the polarization property of lasing emission is simply dependent on the polarized states of the pump beams. The polarization property of lasing emission depends on the propagating situation of the pump beams in an optical fiber if the laser gain is excited by evanescent-wave pumping scheme, that is, if the pump beams within the fiber are meridional beams, the lasing emission is a transverse electric (TE) wave that forms a special radial polarization emission. However, if the pump beams within the fiber are skew beams, both transverse magnetic (TM) and TE waves exist simultaneously in lasing emission that forms a special axially and radially mixed polarization emission. Pumped by skew beams, the wave-number differences between TE and TM waves are also investigated quantitatively, the results demonstrate that the wave-number difference decreases with the increase of the fiber diameter and the refractive index (RI) of the cladding solution. The observed polarization characteristics have been well explained based on lasing radiation mechanism of WGM fiber laser of gain coupled by evanescent wave. © 2013 Optical Society of America.","21","Whispering gallery modes","Electromagnetic wave reflection - Fiber lasers - Optical fibers - Optical resonators - Polarization - Pumping (laser) - Refractive index","Evanescent wave - Lasing emissions - Polarization characteristics - Polarization properties - Radial polarization - Radiation mechanism - Transverse electric waves - Transverse magnetic","711 Electromagnetic Waves - 714.3 Waveguides - 741 Light, Optics and Optical Devices - 744.1 Lasers, General - 744.4 Solid State Lasers",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Analysis of double clocks random multi-access protocol with multi-channel and two-dimensional probability","20125015803493","Li, Chun-Fen (1); Zhao, Dong-Feng (1); Zhao, Yi-Fan (1) ","(1) Department of Communication Engineering, Yunnan University, Kunming 650091, China ","Li, C.-F.(ttomatostar@yahoo.com.cn) ","Lecture Notes in Electrical Engineering","Lect. Notes Electr. Eng.","National Natural Science Foundation of China, (NSFC)","Springer Verlag","206 LNEE","","691-697","2013","Informatics and Management Science III","","","2013","English","18761100","18761119","","9781447147893","10.1007/978-1-4471-4790-9_90","","International Conference on Informatics and Management Science, IMS 2012","December 21, 2012 - December 23, 2012","Kunming, China","94341","","Conference article (CA)","In order to improve the quality of service (Qos) and channel utility of wireless communication networks, to present the double clocks random multi-access protocol with multi-channel and two-dimensional probability (DCRM) protocol. By means of double clocks control mechanism realized by combination of continuous and slotted clocks to promise higher channel utility. The average period method was used to get throughputs of system and each priority. Analysis shows that the DCRM protocol can ensure higher throughput and Qos demands which support multi-services and higher priority service. What is more, provide a feasible method to realize the system with the DCRM protocol in theory. © 2013 Springer-Verlag.","9","Quality of service","Carrier sense multiple access - Clocks - Probability - Wireless telecommunication systems","Average period - Control mechanism - Multi channel - Multi-services - Priority service - Protocol cans - QoS demands - Wireless communication network","922.1 Probability Theory - 943.3 Special Purpose Instruments",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
"Combustion characteristics of a di diesel engine with tung oil methyl ester","20122815221850","Kinoshita, Eiji (1); Makiuchi, Taiki (1); Tukada, Makoto (1); Myo, Thet (1); Kun, Zhang Ru (2) ","(1) Kagoshima University, Japan (2) Yunnan Agricultural University, China ","Kinoshita, E. ","SAE Technical Papers","SAE Techni. Paper.","","SAE International","","","","2008","2008 SAE International Powertrains, Fuels and Lubricants Congress","","","2008","English","01487191","26883627","","","10.4271/2008-01-1579","","2008 SAE International Powertrains, Fuels and Lubricants Congress","June 23, 2008 - June 25, 2008","Shanghai, China","90787","","Conference article (CA)","In order to utilize tung oil as an alternative diesel fuel, the combustion characteristics and exhaust emissions of tung oil methyl ester (TME) were investigated by using a single cylinder DI diesel engine. Also the comparisons were carried out on combustion characteristics and exhaust emissions of TME with rapeseed oil methyl ester (RME) and JIS No.2 diesel fuel (gas oil). From the experimental results, the stable engine operation was achieved by fuelling TME as those of RME and the gas oil. The thermal efficiency of TME is almost the same as that of the gas oil. TME has longer ignition delay compared to the other test fuels due to the lower ignition ability. The pour point of TME is-7.5°C and that is the same as that of RME. The exhaust emissions (HC, CO, NOx and smoke) of TME are higher than those of RME and the gas oil. From the experimental results, it is necessary to improve the fuel properties of TME for better diesel combustion. © 2008 SAE International.","9","Diesel engines","Combustion - Diesel fuels - Drying oils - Engine cylinders - Esters - Fuels - Gas emissions - Gas oils - Powertrains","Alternative diesel fuel - Combustion characteristics - DI diesel engine - Diesel combustion - Engine operations - Exhaust emission - Rapeseed oil methyl ester - Thermal efficiency","523 Liquid Fuels - 612.1.1 Internal Combustion Engine Components - 612.2 Diesel Engines - 662.4 Automobile and Smaller Vehicle Components - 804.1 Organic Compounds",,,,,"Compendex","Compilation and indexing terms, Copyright 2019 Elsevier Inc.","Engineering Village"
